Subject_ID,Question,Answer,Age,Sex
s195,10. If you had to wear protective clothing to help you what would it be? ," “It’s weird, but armor.”",5,f
s195,"11. Are you enjoying the lockdown? “I’m not enjoying it, but I’m still enjoying it because we can still play... Sooooo, no.”",NA,5,f
s195,12. What is the best thing about having to stay at home? , “We have more time to play outside!”,5,f
s196,1. What is the Coronavirus?,The Virus,5,m
s196,2. Who is the president?,Mr. Andy (Governor Andy Beshear),5,m
s196,3. How many days have we been in lockdown?,165 years,5,m
s196,4. Do you want to go back to school?,No. I just want to play.,5,m
s196,5. Who is the first person you are going to hug when lockdown is over?,Momma,5,m
s196,6. Where is the first place you want to go?,Library,5,m
s196,7. What do you think we can do to get rid of the Coronavirus?,Make a medicine,5,m
s196,8. Are daddy and mommy good teachers?,Yes,5,m
s196,9. How did the Coronavirus start?,It spread from another country,5,m
s196,10. If you had to wear protective clothing to help you what would it be?,A mask,5,m
s196,11. Are you enjoying lockdown?,Yes,5,m
s197,1. What is the Coronavirus?,"It’s a little ball thing with things on it, yes!",5,f
s197,2. Who is the president?,"Ughhh, George Washington. Is it George Washington?",5,f
s197,3. How many days have we been in lock down?,Ummmm 20 days,5,f
s197,4. Do you want to go back to school?,YES!,5,f
s197,5. Who is the first person you are going to hug when lockdown is over?,My new teacher,5,f
s197,6. Where is the first place you want to go?,To the mall with my mommy!,5,f
s197,7. What do you think we can do to get rid of the Coronavirus?,Make a little thing where you get these shots bc grandma had it when she was little and everyone has to get one.,5,f
s197,8. Is Mom a good teacher?,Yes,5,f
s197,9. How did the Coronavirus start?,By China then somebody had it then gave it to another person and another person and another person who bring it to Springfield and then it got all over the world.,5,f
s197,10. If you had to wear protective clothing to help you what would it be?,A dress that would have a shield over it that I wouldn’t get it or an invisible bubble.,5,f
s197,11. Are you enjoying the lockdown?,"No, N. O.",5,f
s197,12. What is the best thing about having to stay home?,I get to see my mommy.,5,f
s198,1. What is the Coronavirus?,A germ that is super strong,5,m
s198,2. Who is the president?,I don't know his name,5,m
s198,3. How many days have we been in lockdown?,That's too hard...16?,5,m
s198,4. Do you want to go back to school?,YES!,5,m
s198,5. Who is the first person you are going to hug when lockdown is over?,Mrs. Bley (Elizabeth),5,m
s198,6. Where is the first place you want to go?,School,5,m
s198,7. What do you think we can do to get rid of the Coronavirus?,Stay safe at home,5,m
s198,8. Are mommy and daddy good teachers?,Yeah....uhh....maybe,5,m
s198,9. How did the Coronavirus start?,I don't remember...I know it started in London,5,m
s198,11. Are you enjoying the lockdown?,No,5,m
s198,12. What is the best thing about having to stay home?,Being with my family,5,m
s199,1. What is the Coronavirus?,Ohhh.. i think it means your sick so that's why you don't get to go to school or anywhere,5,m
s199,2. Who is the president?,George Washington,5,m
s199,3. How many days have we been in lockdown?,411 and 15,5,m
s199,4. Do you want to go back to school?,Yes! I really do!,5,m
s199,5. Who is the first person you are going to hug when lockdown is over:,Mrs. Pam Hunter,5,m
s199,6. Where is the first place you want to go to?,Chavos,5,m
s199,7. What do you think we can do to get rid of the Coronavirus?,I don't know.. send a message saying let's get rid of this virus,5,m
s199,8. Is mommy a good teacher?,Yes and khloe too. She taught me and Trevor things,5,m
s199,9. How did the Coronavirus start?,I think sick persons came in town and coughed on the ground and the ground made the virus,5,m
s199,10. If you had to wear protective clothing to help you what would it be?,Some boots. A strong jacket. And some goggles. So the coronavirus doesn't get in my eyes.,5,m
s199,11. Are you enjoying lockdown?,No because I miss my teacher and friends and I never get to go to Chavos,5,m
s200,1. What is the Coronavirus?,“Germs”,5,f
s200,2. Who is the president?,"“Oh I know, Trunk”",5,f
s200,3 How many days have we been in lockdown?,“100”,5,f
s200,4. Do you want to go back to school?,“I want to start kindergarten”,5,f
s200,5. Who is the first person you are going to hug?,“Mamaw”,5,f
s200,6. Where is the first place you want to go?,“To my school”,5,f
s200,7. What do you think we can do to get rid of the Coronavirus?,“We keep washing our hands and wash everything we buy and then when mamaw is done with her cancer she can help us and then it will be gone”,5,f
s200,8. Is mommy/daddy a good teacher?,“Yes mommy is”,5,f
s200,9. How did the Coronavirus start?,“People wasn’t washing their hands”,5,f
s200,10. If you had to wear protective clothing to help you what would it be?,“A mask”,5,f
s200,11. Are you enjoying lockdown?,“No because I really want to start kindergarten. I’m a little nervous.”,5,f
s201,1. What is the coronavirus?,It infects you.,5,f
s201,2. Who is the president?,You guys never told me.,5,f
s201,3. How many days have we been in lockdown?,A lot.,5,f
s201,4. Do you want school to start back up?,No.,5,f
s201,5. Who is the first person you are going to hug when lockdown is over?,I'm gonna hug Isabella. (no idea who that is),5,f
s201,6. Where is the first place you want to go?,American Girl!,5,f
s201,7. What do you think we can do to get rid of the Coronavirus?,Keep everyone safe and protect our families and us.,5,f
s201,8. Is mommy a good teacher?,You're not a teacher. You are in afterschool. (lolol),5,f
s201,9. How did the Coronavirus start?,Somebody was sick and then the coronavirus spread.,5,f
s201,10. If you had to wear protective clothing to help you what would it be?,Mask and gloves.,5,f
s201,11. Are you enjoying lockdown?,No. I mean yes. Yes and no.,5,f
s201,12: What are you enjoying most about being home?,Spending time with mama because I always have fuuuuuuuun. (she asked me to add extra u's),5,f
s202,1. What is the Coronavirus?,I dont know,5,m
s202,2. Who is the president?,Huh,5,m
s202,3. How many days have we been in lockdown?,100,5,m
s202,4. Do you want to go back to school?,Yes,5,m
s202,5. Who is the first person you are going to hug when lockdown is over?,Drew,5,m
s202,6. Where is the first place you want to go?,Kindergarten,5,m
s202,7. What do you think we can do to get rid of the Coronavirus?,Go to the dr.,5,m
s202,8. Is mommy a good teacher?,Yeah,5,m
s202,9. How did the Coronavirus start?,I dont know,5,m
s202,11. Are you enjoying the lockdown?,Yeah,5,m
s203,1. What is the Coronavirus?,E- a very bad sickness,5,m
s203,2. Who is the president?,E - uhh... I don’t know.,5,m
s203,3. How many days have we been in lockdown?,E - um lots of day,5,m
s203,4. Do you want to go back to school?,E - yeah,5,m
s203,5. Who is the first person you are going to hug when lockdown ends?,E - um Scout,5,m
s203,6. Where is the first place you want to go?,E - Walmart to get brush fire because I don’t have brush fire,5,m
s203,7. What do you think we can do to get rid of the coronavirus?,E- wear our masks,5,m
s203,8. Is Mommy a good teacher?,E-yeah,5,m
s203,9. How did the Coronavirus start?,E-people getting sick,5,m
s203,10. If you had to wear protective clothing to help you what would it be?,"E-pants, shirt, boots, gloves, masks",5,m
s203,11. Are you enjoying lockdown?,E- yeah,5,m
s204,1. What is the Coronavirus,Sickness,5,f
s204,2. Who is the president,Trump,5,f
s204,3. How many days have we been in lockdown,Couple months,5,f
s204,4. Do you want to go back to church,Yeah,5,f
s204,5. Who is the first person you are going to hug when lockdown is over,Pretty much all my friends,5,f
s204,6. Where is the first place you want to go,Dairy Queen,5,f
s204,7. What do you think we can do to get rid of the Coronavirus,Nothing. I think it’s just going to leave when it leaves.,5,f
s204,8. Is mom a good teacher,Yes,5,f
s204,9. How did the Coronavirus start,"One person gave it to another family, then they gave it to another family & they touched everything in one store & a lot of people got it.",5,f
s204,10. If you had to wear protective clothing to help what would it be,I don’t know. Maybe use ice powers to freeze it.,5,f
s204,11. Are you enjoying the lockdown,No,5,f
s204,12. Are you scared of the Coronavirus,Yes and no,5,f
s204,13. Do you think you could get the Corona virus,Nope.,5,f
s205,1. What is the Coronavirus?,“Where you get sick”,5,f
s205,2. Who is the president?,“I don’t know that one”,5,f
s205,3. How many days have we been in lockdown?,"“15. No, 20”",5,f
s205,4. Do you want to go back to school?,“Yes”,5,f
s205,5. Who is the first person you are going to hug when lockdown is over?,“Beema”,5,f
s205,6. Where is the first place you want to go?,“To Beema’s House”,5,f
s205,7. What do you think we can do to get rid of the Coronavirus?,“Ummm Wait is this all about the coronavirus? Ummm I don’t know that one.”,5,f
s205,8. Is mommy a good teacher?,"“Like you? What do you mean? Oh, Yeah. What if I said no? (Laughing) then I would be out of this house, right??”",5,f
s205,9. How did the Coronavirus start?,“So the bat was sick and then this girl ate the bat and then when she was around these people she got them sick and then all these cities! That’s how it started”,5,f
s205,10. If you had to wear protective clothing to help you what would it be?,“A protection. Guard clothes.”,5,f
s205,11. Are you enjoying lockdown?,“Yes”,5,f
s206,1. What is the Corona virus?,It’s germs so stay away from people,5,m
s206,2. Who is the prime minister?,You and daddy,5,m
s206,3. How many days have we been in lockdown?,100 days,5,m
s206,4. Do you want to go back to school/nursery?,Yes please,5,m
s206,5. Who is the first person you are going to hug when lockdown is over?,Clark Arif Majid because he is my best friend,5,m
s206,6. Where is the first place you want to go?,The movie theatre,5,m
s206,7. What do you think we can do to get rid of the Corona virus?,Stay away from people duh that’s easy,5,m
s206,8. Are mommy and daddy good teachers?,Not really hehehe,5,m
s206,9. How did the Corona Virus start?,A long tome ago someone licked their hands,5,m
s206,10. If you had to wear protective clothing to help you what would it be?,Super pajamas,5,m
s206,11. Are you enjoying lockdown?,No because I miss my best friends,5,m
s207,1. What is the Coronavirus?,Uhhhh....I don’t know,5,m
s207,2. Who is the president?,Santa Claus,5,m
s207,3. How many days have we been in lockdown?,7,5,m
s207,4. Do you want to go back to school/daycare?,"Mmmmhmmmm, to see new friends.",5,m
s207,5. Who is the first person you are going to hug when lockdown is over?,Brooks,5,m
s207,6. Where is the first place you want to go?,Uhhhhhh...Dollar General (),5,m
s207,7. What do you think we can do to get rid of the Coronavirus?,You could kick Corona in the butt,5,m
s207,8. Am I a good teacher?,Yes,5,m
s207,9. How did the Coronavirus start?,"Cause people were getting really, really sick!",5,m
s207,10. If you had to wear protective clothing to help you what would it be?,Like a jacket that pulls over your face but make sure you could still breathe.,5,m
s207,11. Are you enjoying the lockdown?,No!!!!,5,m
s207,12. What is the best thing about having to stay home?,Playing with chickens.,5,m
s208,1. What is the Coronavirus?,When you go outside you get a virus,5,m
s208,2. Who is the president?,Virus of the city,5,m
s208,3. How many days have we been in quarantine?,Ummm like 100 Thousand ,5,m
s208,4. Do you want to go back to school/daycare?,No - cause I just don’t want to,5,m
s208,5. Who is the first person you are going to hug when social distancing is over?,Mom,5,m
s208,6. Where is the first place you want to go?,To the ice cream truck and get ice cream,5,m
s208,7. What do you think we can do to get rid of the Coronavirus?,Stay home and don’t go anywhere,5,m
s208,8. Is mommy a good teacher?,Yes,5,m
s208,9. How did the Coronavirus start?,I don’t know,5,m
s208,10. Are you enjoying the lockdown?,No because I really want to the store without a mask,5,m
s209,1. What is the Coronavirus?,K- “Some viruses like whenever someone coughs and makes germs everywhere.”,5,f
s209,2. Who is the president?,K- “Donald Trump”,5,f
s209,3. How many days have we been in lockdown?,K- “90”,5,f
s209,4. Do you want to go back to school?,K- “Yea”,5,f
s209,5. Who is the first person you are going to hug when lockdown is over?,K- “Amanda Humphrey because I really miss her and she lives here”,5,f
s209,6. Where is the first place you want to go?,K- “Disneyland”,5,f
s209,7. What do you think we can do to get rid of the Coronavirus?,"K- ""Tell China to stop eating bats” DEAD",5,f
s209,8. Is mommy a good teacher?,K- “Yea”,5,f
s209,9. How did the Coronavirus start?,K- “Someone ate a bat”,5,f
s209,10. If you had to wear protective clothing to help you what would it be?,K- “3 million jackets and 4 million hats”,5,f
s209,11. Are you enjoying lockdown?,K- “Yes but I miss my friends”,5,f
s210,1. What is the Corona virus?,Its a cold that can kill you that’s going around.,5,m
s210,2. Who is the prime minister/president?,Trump. He’s an idiot and evil.,5,m
s210,4. Do you want to go back to school?,R: No. Well... what do you mean by that?,5,m
s210,5. Who is the first person you are going to hug when lockdown is over?,R: You (mom) & Baby!,5,m
s210,6. Where is the first place you want to go?,Beach & Disneyland,5,m
s210,7. What do you think we can do to get rid of the Corona virus?,Go microscopic and shoot all the coronavirus while wearing masks!,5,m
s210,8. Am I a good teacher?,Yes.,5,m
s210,9. How did the corona virus start?,I don’t know.,5,m
s210,10. If you had to wear protective clothing to help you what would it be?,A robot suit.,5,m
s210,11. Are you enjoying lockdown?,Yes. I like being home with my family & playing video games with my dad.,5,m
s211,1. What is the Coronavirus?,Umm..hmm..that people get sick.,5,f
s211,2. Who is the president?,"Umm...don’t know. George Washington..no, that’s not right!",5,f
s211,3. How many days have we been in lockdown?,Umm..100,5,f
s211,4. Do you want to go back to school?,Yes.,5,f
s211,5. Who is the first person you are going to hug when lockdown is over?,Abigail,5,f
s211,6. Where is the first place you want to go?,American Girl Doll Store,5,f
s211,7. What do you think we can do to get rid of the Coronavirus?,Clean the things you touch.,5,f
s211,8. Is mommy a good teacher?,Yes.,5,f
s211,9. How did the Coronavirus start?,When one person touched someone else who was sick and then that person touched someone else and on and on,5,f
s211,10. If you had to wear protective clothing to help you what would it be?,"Long sleeve shirt, long pants, gloves and mask.",5,f
s211,11. Are you enjoying lockdown?,Yes but I miss my friends.,5,f
s212,1. What is the coronavirus?,When everybody is sick,5,f
s212,2. Who is the president?,Trumpet (she was close),5,f
s212,3. How many days have we been in lockdown?,A lot,5,f
s212,4. Do you want to go back to school?,YES to see all of my friends because I miss my friends so badly,5,f
s212,5. Who is the first person you are going to hug when lockdown is over?,My parents,5,f
s212,6. Where is the first place you want to go?,The playground,5,f
s212,7. What do you think we can do to get rid of the coronavirus?,Get a doctor to see them,5,f
s212,8. Is momma a good teacher ?,Yes,5,f
s212,9. How did the coronavirus start?,No clue,5,f
s212,"10. If you had to wear protective clothing to help you, what would you wear?","A mask, coat, and long sleeves",5,f
s212,11. Are you enjoying lockdown?,"NO no no no no no definitely no because I can’t go to the playground, I can’t go see my friends, I can’t visit my friends, I can’t help daddy with work, I can’t do any of that stuff, right?",5,f
s213,1. What is the Coronavirus?,"Something in your lung, cough, nurses help people with it.",5,m
s213,2. Who is the President?,Donald trunk,5,m
s213,3. How many days have we been in lockdown?,5 days,5,m
s213,4. Do you want to go back to normal?,"I want people be safe, I want virus gone so I can go in stores!",5,m
s213,5. Who is the first person you are going to hug when lockdown is over?,Juju,5,m
s213,6. Where is the first place you want to go?,Dollar store,5,m
s213,7. What do you think we can do to get rid of the Coronavirus?,Let people get them fist and punch it in the mouth!,5,m
s213,8. Is mommy a good teacher?,Juju is,5,m
s213,9. How did the Coronavirus start?,At 28?,5,m
s213,10. If you had to wear protective clothing to help you what would it be?,Mask,5,m
s213,11. Are you enjoying lockdown?,No,5,m
s214,1. What is the corona virus, a sickness,5,f
s214,2. Who is the president, God,5,f
s214,3. How many days have we been in lockdown,50,5,f
s214,4. Do you want to go back to school, More than anything,5,f
s214,5. Who is the first person you are going to hug when lockdown is over, Gianna my best friend,5,f
s214,6. Where is the first place you want to go, School!,5,f
s214,7. What do you think we can do to get rid of the Coronavirus," Stay at home, and no hugs and kisses",5,f
s214,8. Is mom a good teacher, Yes we’ll some days your bad at it,5,f
s214,9. How did the Coronavirus start, Well because somebody ate a bat. Bat,5,f
s214,10. If you had to wear protective clothing to help you what would it be, My masks,5,f
s214,11. Are you enjoying the lockdown," No, Because we have to stay home too much",5,f
s215,1. What is the Coronavirus, Sickness,5,f
s215,2. Who is the president, Trump,5,f
s215,3. How many days have we been in lockdown,  Couple months,5,f
s215,4. Do you want to go back to church?,Yeah,5,f
s215,5. Who is the first person you are going to hug when lockdown is over,  Pretty much all my friends,5,f
s215,6. Where is the first place you want to go, Dairy Queen,5,f
s215,7. What do you think we can do to get rid of the Coronavirus, Nothing. I think it’s just going to leave when it leaves.,5,f
s215,8. Is mom a good teacher,  Yes,5,f
s215,10. If you had to wear protective clothing to help what would it be,  I don’t know. Maybe use ice powers to freeze it.,5,f
s215,11. Are you enjoying the lockdown,  No,5,f
s215,12. Are you scared of the Coronavirus,  Yes and no,5,f
s215,13. Do you think you could get the Corona virus, Nope.,5,f
s216,1. What is the corona virus?,L - Germs from your hands,5,f
s216,2. Who is the president?,L - Jesus,5,f
s216,3. How long have we been in lockdown?,L - 2 years,5,f
s216,4. Do you want to go (back) to school?,L - Yes! I'm freaking out and so excited,5,f
s216,5. Who is the first person you are going to hug when lockdown is over?,L - Scarlett (cousin),5,f
s216,6. Where is the first place you want to go?,L - Kids Empire,5,f
s216,7. What do you think we can do to get rid of the Coronavirus?,L - Be patient and wait,5,f
s216,8. Is mom a good teacher?,L - Yeah,5,f
s216,9. How did the Coronavirus start?,L - From people not washing their hands,5,f
s216,10. If you had to wear protective clothing to help you what would it be?,L - Jackets & Sweaters,5,f
s216,11. Are you enjoying the lockdown?,L - Umm NO I like playing with friends,5,f
s216,"12.  When you think of these times, what are you going to remember the most?",L - Eating,5,f
s217,1. What is the Coronavirus?,"It’s a sickness, but we have to go to the hospital.",5,m
s217,3. How many days have we been in lockdown?,700 years,5,m
s217,4. Do you want to go back to school?,"No, next question.",5,m
s217,5. Who is the first person you are going to hug when lockdown is over?,"Umm, Cayden.",5,m
s217,6. Where is the first place you want to go?,To Chuck E Cheese,5,m
s217,7. What do you think we can do to get rid of the coronavirus?,"Umm, stay on lock down",5,m
s217,8. Are mom and dad good teachers?,"Um, yes",5,m
s217,9. How did the Coronavirus start?,"Um, I DONT KnOW",5,m
s217,"10. If you had to wear protective clothing to help you, what would you wear?","Um, a mask and some warm clothes.",5,m
s217,11. Are you enjoying the lockdown?,"Uh, yes because I get to stay home.",5,m
s218,1. What is the Coronavirus?,Maddie-it’s green and can make you sick.,5,f
s218,2. Who is the president?,Maddie-President Trump,5,f
s218,3. How many days have we been in lockdown?,Maddie-a lot,5,f
s218,4. Do you want to go back to school?,Maddie-yes!! I miss my friends!,5,f
s218,5. Who is the first person you are going to hug when lockdown is over?,Maddie-my best friend,5,f
s218,6. Where is the first place you want to go?,Maddie-movie theater and toy store,5,f
s218,7. What do you think we can do to get rid of the Coronavirus?,Maddie-sing a song and tell it to go away.,5,f
s218,8. Are mommy and daddy good teachers?,Maddie-Yup,5,f
s218,9. How did the Coronavirus start?,"Maddie-well, it came from an animal",5,f
s218,10. If you had to wear protective clothing to help you what would it be?,Maddie- space suit with protective armor and space helmet.,5,f
s218,11. Are you enjoying lockdown? Why?,Maddie-no! I miss school and shopping at the toy store.,5,f
s219,1. What is the Coronavirus?,Corona,5,m
s219,2. Who is the president?,Me,5,m
s219,3. How many days have we been in lockdown?,3 days,5,m
s219,4. Do you want to go back to school?,No,5,m
s219,5. Who is the first person you are going to hug when lockdown is over?,Max,5,m
s219,6. Where is the first place you want to go?,Inside the tv,5,m
s219,7. What do you think we can do to get rid of the Virus?,Shoot up in the sky,5,m
s219,9. How did the Coronavirus start?,By Mexico,5,m
s219,10. If you had to wear protective clothing to help you what would it be?,Any clothes,5,m
s219,11. Are you enjoying the lockdown?,Yep,5,m
s220,1. What is the Coronavirus?,Mmm sickness,5,m
s220,3. How many days have we been in lockdown?,20,5,m
s220,4. Do you want to go back to school?,"I want to go to Kindergarten, yes.",5,m
s220,5. Who is the first person you are going to hug when lockdown is over?,Daddy,5,m
s220,6. Where is the first place you want to go?,Right here,5,m
s220,7. What do you think we can do to get rid of the Coronavirus?,"Wash your hands all the time, I think",5,m
s220,8. Is mom a good teacher?,Yeah,5,m
s220,9. How did the Coronavirus start?,I do not even know,5,m
s220,10. If you had to wear protective clothing to help you what would it be?,"Mask, coronavirus clothes, just that and a shirt",5,m
s220,11. Are you enjoying the lockdown?,I want to play flag football,5,m
s221,1. What is the Coronavirus?,A virus,5,f
s221,2. Who is the president?,Idk,5,f
s221,3. How many days have we been in lockdown?,Infinite,5,f
s221,4. Do you want to go back to school?,No,5,f
s221,5. Who is the first person you are going to hug when the virus is over?,Carrsin,5,f
s221,6. Where is the first place you want to go?,To Sullivan’s house,5,f
s221,8. Is Mom a good teacher?,My Dad is,5,f
s221,9. How did the Coronavirus get started?,China,5,f
s221,10. If you had to wear protective clothing to help you what would it be, Super Girl outfit,5,f
s221,11. Are you enjoying the lockdown?,Yea,5,f
s221,12. What is your favorite thing about staying home?,Playing with my friends,5,f
s222,1. What is the Coronavirus?,Thing you get sick,5,m
s222,2. Who is the president?,A Cop,5,m
s222,3. How many days have we been in lockdown?,40,5,m
s222,4. Do you want to go back to school?,Yea,5,m
s222,5. Who is the first person you are going to hug when lockdown is over?,Jo Heard our next door neighbor,5,m
s222,6. Where is the first place you want to go?,Vacation,5,m
s222,7. What do you think we can do to get rid of the Coronavirus?,Spray our yards!,5,m
s222,8. Are mom and dad good teachers?,No....,5,m
s222,9. How did the Coronavirus start?,Cause of Sick people,5,m
s222,10. Are you enjoying the lockdown?,No!,5,m
s222,11. What is the thing you miss doing the most since the Lockdown started?,Seeing Oma And Pops,5,m
s223,1. What is the Coronavirus?,It’ll make you get sick.,5,m
s223,2. Who is the president?,Donald Trumpet,5,m
s223,3. How many days have we been in lockdown?,A lot,5,m
s223,4. Do you want to go back to school?,Yah!,5,m
s223,5. Who is the first person you are going to hug when the virus is over?,Klay,5,m
s223,6. Where is the first place you want to go?,Breakfy  (aviston family restaurant),5,m
s223,7. What do you think we can do to get rid of the virus?,"I don’t know, I’m 5 years old!",5,m
s223,8. Is mom a good teacher?,Yah!,5,m
s223,9. How did the Coronavirus start?,It just started by itself,5,m
s223,11. Are you enjoying the lockdown? (Time at home),Yah,5,m
s223,12. What is your favorite thing about staying home?,Playing with Klay,5,m
s224,1. What is the coronavirus?,Levi: it’s a virus,5,m
s224,2. Who is the president?,Levi: Donald Trump,5,m
s224,3. How many days have we been in lockdown?,Levi: 100 million,5,m
s224,4. Do you want to go back to school?,Levi: No,5,m
s224,5. Who is the first person you are going to hug when lockdown is over?,Levi: Nanny and you,5,m
s224,6. Where is the first place you want to go?,Levi: the park,5,m
s224,7. What do you think we can do to get rid of coronavirus?,Levi: IDK - maybe spray for germs,5,m
s224,8. Are mommy and daddy good teachers?,Levi: you and nanny and pa and daddy are the best teachers,5,m
s224,9. How did the coronavirus start?,Levi: started in April,5,m
s224,"10. If you had to wear protective clothing to help you stay safe, what would it be?",Levi: I won’t wear something but I’ll be a big green monster,5,m
s224,11. Are you enjoying the lockdown?,Levi: yes,5,m
s224,12. What is the best thing about having to stay home?,Levi: letting us play games,5,m
s225,1. What is the Coronavirus?,Stuff that makes you die,5,m
s225,2. Who is the president?,I don’t know,5,m
s225,3. How many days have we been in lockdown?,A lot....actually 300,5,m
s225,4. Do you want to go back to school,Yes,5,m
s225,5. Who is the first person you are going to hug when lockdown is over,Tyson (Camie Bauwens),5,m
s225,6. Where is the first place you want to go,Target,5,m
s225,7. What do you think we can do to get rid of the Coronavirus,Smash it down,5,m
s225,8. Is mom a good teacher,Yes,5,m
s225,9. How did the Coronavirus start,It “spreaded” all over the place in Kentucky and every state,5,m
s225,10. If you had to wear protective clothing to help you what would it be,Armour,5,m
s225,11. Are you enjoying the lockdown,NO because I want to have play dates with Jackson (Stephanie Cooper) and Tyson,5,m
s226,1. What is the Coronavirus,The coronavirous is a sickness going around the city.,5,m
s226,2. Who is the president,Donald Trump,5,m
s226,3. How many days have we been in lockdown,I would say like ummmm 13 days.,5,m
s226,4. Do you want to go back to school,Ummm kinda. I would rather play so I would change my answer to no.,5,m
s226,5. Who is the first person you are going to hug when lockdown is over,Maya,5,m
s226,6. Where is the first place you want to go,Sky Zone,5,m
s226,7. What do you think we can do to get rid of the Coronavirus,Go to hospital and get tested.,5,m
s226,8. Is mom a good teacher,Kinda,5,m
s226,9. How did the Coronavirus start,My friend Aubree said from eating bats.,5,m
s226,10. If you had to wear protective clothing to help you what would it be,Of course clothes so probably just a mask.,5,m
s226,11. Are you enjoying the lockdown,Yes because I don't have to go to school.,5,m
s227,1. What is Coronavirus,A monkey,5,m
s227,2. Who is the president,Donald duck,5,m
s227,3. How many days have we been in lockdown,4000,5,m
s227,4. Do you want to go back to School,Umm yes,5,m
s227,5. Who is the first person you are going to hug when lockdown is over,Uhh mrs timmons. Missy LeMay Timmons,5,m
s227,6. Where is the first place you want to go,Hotel and water park,5,m
s227,7. What do you think we can do to get rid of the Coronavirus,Um destroy it,5,m
s227,9. How did the Coronavirus start,It came out of no where,5,m
s227,10. If you had to wear protective clothing to help you what would it be,Um a jacket that covers your whole body even your back and your face that has holes in it.,5,m
s227,11. Are you enjoying the lockdown,No,5,m
s227,12. Are you scared of the Coronavirus,No,5,m
s227,13. Do you think you could get the Corona virus,No,5,m
s228,1. What is the Coronavirus?,Um it's I don't member.,5,m
s228,2. Who is the president?,God,5,m
s228,3. How many days have we been in lockdown (staying at home)?,So many,5,m
s228,4. Do you want to go back to school?,Oh yeah,5,m
s228,5. Who is the first person you are going to hug when “all this stuff” is over?,Bruce and Margo and all my church class,5,m
s228,7. What do you think we can do to get rid of the Coronavirus?,Use a fire extinguisher,5,m
s228,8. Is mommy a good teacher?,Yes!,5,m
s228,9. How did the Coronavirus start?,Someone..who?,5,m
s228,11. Are you enjoying the lockdown?,No!!,5,m
s229,1. What is the Coronavirus?,A germ that spreads,5,f
s229,2. Who is the president?,Afrin President,5,f
s229,3. How many days have we been in lockdown?,15 weeks,5,f
s229,4. Do you want to go back to school?,Yes,5,f
s229,5. Who is the first person you are going to hug when lockdown is over?,Miss Maggie,5,f
s229,6. Where is the first place you want to go?,School,5,f
s229,7. What do you think we can do to get rid of the Coronavirus?,Stay at home and be safe.,5,f
s229,8. Is mom a good teacher?,Uhhh no I mean yes.,5,f
s229,9. How did the Coronavirus start?,By people not being safe and one person had the Coronavirus that got out and they sneezed or coughed.,5,f
s229,10. If you had to wear protective clothing to help you what would it be?,An astronaut thing.,5,f
s229,11. Are you enjoying the lockdown?,No! Because I wanna go back to school!,5,f
s230,1. What is the Coronavirus?,The sickness,5,f
s230,2. Who is the president?,President Trump,5,f
s230,3. How many days have we been on lock down?,Forever,5,f
s230,5. Who is the first person you are going to hug when lockdown is over?,Ellie Garner,5,f
s230,6. Where is the first place you want to go?,The Beach,5,f
s230,7. What do you think we can do to get rid of Corona virus?,Help people,5,f
s230,9. How did the Coronavirus start?,From the news about the sickness,5,f
s230,10. If you had to wear protective clothing to help you what would it be?,Shirts,5,f
s230,11. Are you enjoying the lockdown?,Mmmmm... no. I like going to places,5,f
s231,1. What is the Coronavirus?,- It’s really bad!,5,m
s231,2. Who is the president?,"- Donald “Trunk!” ( I’ve tried correcting him and he ain’t having it. So, Donald Trunk it is. Lol)",5,m
s231,3. How many days have we been in lockdown?,- 7 years,5,m
s231,4. Do you want to go back to school?,-  NO!,5,m
s231,5. Who is the first person you are going to hug when lockdown is over?,-  Bec Bec!,5,m
s231,6. Where is the first place you want to go?,- The beach and the mountains.,5,m
s231,7. What do you think we can do to get rid of the Coronavirus?,- Pray! He can take it away.,5,m
s231,8. Is your mom a good teacher?,- I miss Ms. Nona.   (Well then. ),5,m
s231,9. How did the Coronavirus start?,- In China!,5,m
s231,"10. If you had to wear protective clothing to help you, what would it be?",- I’m tired of these questions.,5,m
s231,11. Are you enjoying the lockdown?,- No. I’m ready to go to the beach and the mountains.,5,m
s231,12. What is your favorite thing we do at home?,Ride my bike! I said I’m tired of these questions.,5,m
s232,1. What is the coronavirus?,Because people are getting sick,5,f
s232,2. Who is the president ?,Donald trump - but he died from all that storm,5,f
s232,3. How many days have we been in lockdown?,When I was 4,5,f
s232,4. Do you want to go back to school?,Yeah I miss all my friends I want to see them,5,f
s232,5. Who is the first person you are going to hug when lockdown is over?,Daddy,5,f
s232,7. What do you think we can do to get rid of the Coronavirus?,I don’t know maybe staying away from people,5,f
s232,8. Is mom a good teacher?,Yeah,5,f
s232,9. How did the Coronavirus start?,Because everybody was sick,5,f
s232,10. If you had to wear protective clothing to help you what would it be?,All my clothes to make me safe,5,f
s232,11. Are you enjoying the lockdown?,Yeah but I’m not enjoying not kissing daddy cuz I wanna kiss daddy cuz I love him but our kiss right now is head butts!!,5,f
s232,12. What date will everything go back to normal?,When all the people not get sick,5,f
s233,1. What is the Cornavirus?,It has red spines on it,5,?
s233,2. Who is the president?,"Ugh, Donald Trump",5,?
s233,3. How many days have we been in lockdown,For like a million years,5,?
s233,4. Do you want to go back to school,Yes I like school,5,?
